hotel_names,prices,total_reviews,url,ratings
Hello Broadway,,1 review,https://www.tripadvisor.com//Hotel_Review-g60763-d15636426-Reviews-Hello_Broadway-New_York_City_New_York.html#REVIEWS,2 of 5 bubbles
Walker Hotel Tribeca,,52 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d15327417-Reviews-Walker_Hotel_Tribeca-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Pleasant Place,,1 review,https://www.tripadvisor.com//Hotel_Review-g60763-d17950262-Reviews-Pleasant_Place-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
SponsoredLibrary Hotel by Library Hotel Collection,,"4,898 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93450-Reviews-Grand_Hyatt_New_York-New_York_City_New_York.html#REVIEWS,5 of 5 bubbles
The Wagner at the Battery,,"2,932 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d12551350-Reviews-Pod_Times_Square-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
PUBLIC,,856 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d93603-Reviews-The_Pierre_a_Taj_Hotel_New_York-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Holiday Inn New York City - Times Square,,"1,201 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d12197432-Reviews-The_James_New_York_NoMad-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Hotel Boutique At Grand Central,,919 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d224224-Reviews-The_Ritz_Carlton_New_York_Central_Park-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Andaz 5th Avenue,,"3,018 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d4232686-Reviews-Le_Meridien_New_York_Central_Park-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
SponsoredHotel Pennsylvania,,"2,082 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d99388-Reviews-The_Hotel_New_York_City-New_York_City_New_York.html#REVIEWS,3 of 5 bubbles
The Ridge Hotel,,613 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d630409-Reviews-Conrad_New_York_Midtown-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
The Grand NYC Apartments,,79 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d10330604-Reviews-Four_Seasons_Hotel_New_York_Downtown-New_York_City_New_York.html#REVIEWS,1.5 of 5 bubbles
Cachet Boutique,,386 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1503474-Reviews-Distrikt_Hotel_New_York_City-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
GWB Hotel,,2 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d75737-Reviews-Night_Theater_District-New_York_City_New_York.html#REVIEWS,1 of 5 bubbles
The Park Ave North,,130 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1157456-Reviews-Four_Points_by_Sheraton_Manhattan_SoHo_Village-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
SponsoredGrand Hyatt New York,,"11,796 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d214197-Reviews-Hotel_Pennsylvania-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Edge Hotel,,407 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d575732-Reviews-Hotel_57-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Hampton Inn Manhattan Madison Square Garden Area,,"2,498 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d2643161-Reviews-The_NoMad_Hotel_New_York-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
The Redbury New York,,859 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d7314002-Reviews-Baccarat_Hotel_Residences_New_York-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
EVEN Hotel Times Square South,,"1,560 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d6610567-Reviews-The_Marmara_Park_Avenue-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Lex Boutique Hotel,,889 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d9015308-Reviews-Central_Park_West_Hostel-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
SponsoredThe Hotel @ New York City,,"1,839 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93401-Reviews-Heritage_Hotel_New_York_City-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
HGU New York,,529 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d121982-Reviews-Incentra_Village_Hotel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Clarion Hotel Park Avenue,,468 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1465008-Reviews-Holiday_Inn_Express_New_York_City_Wall_Street-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Selina Chelsea,,544 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1572980-Reviews-Crosby_Street_Hotel-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Broadway Plaza Hotel,,"1,832 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d5888246-Reviews-Madison_LES_Hotel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
"Mandarin Oriental, New York",,"1,789 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d224223-Reviews-Nyma_the_New_York_Manhattan_Hotel-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
SponsoredFairfield Inn & Suites New York Manhattan/Times Square South,,119 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d99307-Reviews-Wellington_Hotel-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
The Broome,,624 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d273530-Reviews-The_Maritime_Hotel-New_York_City_New_York.html#REVIEWS,5 of 5 bubbles
SpringHill Suites New York Midtown Manhattan/Park Avenue,,0 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d268216-Reviews-Hampton_Inn_Manhattan_Chelsea-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
The New York EDITION,,"1,491 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d15113805-Reviews-Courtyard_New_York_Manhattan_Midtown_west-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Renaissance New York Chelsea Hotel,,32 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d634696-Reviews-The_Bowery_Hotel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
W New York - Union Square,,"1,666 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d3168954-Reviews-SoHo_Garden_Hotel-New_York_City_New_York.html#REVIEWS,5 of 5 bubbles
Courtyard New York Downtown Manhattan / Financial District,,3 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d3572583-Reviews-Holiday_Inn_Express_Manhattan_Midtown_West-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Fairfield Inn & Suites New York Manhattan/Downtown East,,488 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d19707915-Reviews-Hudson_Yards-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
W New York Downtown,,"1,368 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d6717455-Reviews-City_Rooms_NYC_Chelsea-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Eurostars Wall Street,,382 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1217376-Reviews-Casamia_36_Hotel-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Sunny Private Bedroom In Uptown Manhattan,,0 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d93470-Reviews-NH_Collection_New_York_Madison_Avenue-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
SponsoredGrand Hyatt New York,,"11,796 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d224221-Reviews-Library_Hotel_by_Library_Hotel_Collection-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Pod Times Square,,"1,231 reviews",https://www.tripadvisor.com//Hotel_Review-g28953-d15631979-Reviews-The_Harlem_Pearl-New_York.html#REVIEWS,4 of 5 bubbles
"The Pierre, a Taj Hotel, New York",,"2,355 reviews",https://www.tripadvisor.com//Hotel_Review-g28953-d15632228-Reviews-Harlem_Lodge-New_York.html#REVIEWS,4.5 of 5 bubbles
The James New York - NoMad,,388 reviews,https://www.tripadvisor.com//Hotel_Review-g28953-d16970139-Reviews-36th_Street_Midtown_East_Luxury_Duplex_Apartment-New_York.html#REVIEWS,4 of 5 bubbles
"The Ritz-Carlton New York, Central Park",,"1,825 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d122004-Reviews-Phillips_Club-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
"Le Meridien New York, Central Park",,127 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d313862-Reviews-Soho_House_New_York-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
SponsoredThe Hotel @ New York City,,"1,839 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d112041-Reviews-Larchmont_Hotel-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Conrad New York Midtown,,"4,455 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1028569-Reviews-Greenwich_Hotel-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Four Seasons Hotel New York Downtown,,686 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d14013137-Reviews-The_Residences_by_Hilton_Club-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Distrikt Hotel New York City,,"6,399 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d10039979-Reviews-AKA_Wall_Street-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Night Theater District,,"2,359 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d3973287-Reviews-Best_Western_Premier_Herald_Square-New_York_City_New_York.html#REVIEWS,3 of 5 bubbles
Four Points by Sheraton Manhattan SoHo Village,,"1,084 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1371825-Reviews-AKA_Tribeca-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
SponsoredHotel Pennsylvania,,"2,082 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d655944-Reviews-AKA_Times_Square-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Hotel 57,,"1,683 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1308397-Reviews-West_57th_Street_by_Hilton_Club-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
The NoMad Hotel New York,,"1,022 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d9608281-Reviews-Sago_Hotel-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Baccarat Hotel & Residences New York,,649 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d805827-Reviews-AKA_Central_Park-New_York_City_New_York.html#REVIEWS,2 of 5 bubbles
The Marmara Park Avenue,,396 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d122020-Reviews-Chelsea_Pines_Inn-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Central Park West Hostel,,84 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d93445-Reviews-The_Blakely_New_York-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
SponsoredHeritage Hotel New York City,,"1,120 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d6733290-Reviews-Hotel_32_32-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Incentra Village Hotel,,193 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d121987-Reviews-The_Milburn_Hotel-New_York_City_New_York.html#REVIEWS,5 of 5 bubbles
Holiday Inn Express New York City-Wall Street,,644 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d10751680-Reviews-Hotel_Richland_New_York-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Crosby Street Hotel,,885 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d99302-Reviews-The_Bentley_Hotel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Madison LES Hotel,,230 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1486164-Reviews-Fairfield_Inn_Suites_New_York_Manhattan_Fifth_Avenue-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
"nyma, the New York Manhattan Hotel",,"3,140 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d14086469-Reviews-The_Assemblage_John_Street-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
SponsoredWellington Hotel,,"8,450 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93618-Reviews-Waldorf_Astoria_New_York-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
The Maritime Hotel,,829 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d112066-Reviews-The_Maxwell_New_York_City-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Hampton Inn Manhattan-Chelsea,,"2,333 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93379-Reviews-Hotel_17-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Courtyard New York Manhattan/Midtown west,,30 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1485603-Reviews-Comfort_Inn_Times_Square_West-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
The Bowery Hotel,,806 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d281697-Reviews-Club_Wyndham_Midtown_45-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
SoHo Garden Hotel,,539 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1177864-Reviews-The_GEM_Hotel_Chelsea-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Holiday Inn Express Manhattan Midtown West,,"1,351 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93364-Reviews-Hotel_Deauville-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Hudson Yards,,3 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d655870-Reviews-Lafayette_House-New_York_City_New_York.html#REVIEWS,3 of 5 bubbles
City Rooms NYC Chelsea,,173 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d93418-Reviews-Bristol_Plaza-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Casamia 36 Hotel,,25 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d7196011-Reviews-Comfort_Inn_Sunset_Park_Park_Slope-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
NH Collection New York Madison Avenue,,"2,814 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1161809-Reviews-The_Helmsley_Windsor-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
SponsoredHeritage Hotel New York City,,"1,120 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d13356101-Reviews-Springhills_Suites_by_Marriott-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
The Lombardy,,730 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d256738-Reviews-Envoy_Club_Suites-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Heritage Hotel New York City,,"1,120 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1161789-Reviews-Inter_Continental_Central_Park_South_New_York-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Skyline Hotel,,"2,975 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d7316142-Reviews-Courtyard-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
New York Marriott Downtown,,"2,142 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d19690290-Reviews-Loews_Regency_New_York-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
The Mark,,"1,005 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1484261-Reviews-Oakwood_at_the_Blake-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
SponsoredThe Hotel @ New York City,,"1,839 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d12708178-Reviews-U_Hotel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
The Marmara Manhattan,,"1,186 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d14191627-Reviews-Econolodge-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
"The Algonquin Hotel Times Square, Autograph Collection",,"2,308 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1199530-Reviews-Oxbridge_Midtown_East_Apartments-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
"The Carlyle, A Rosewood Hotel",,978 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d121985-Reviews-Downtown_Athletic_Center-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Four Points by Sheraton Manhattan Chelsea,,"1,191 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1733337-Reviews-Sutton_Court_Hotel_Residences-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
LUXE Life Hotel,,280 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1048678-Reviews-The_Hotel_91-New_York_City_New_York.html#REVIEWS,2.5 of 5 bubbles
SponsoredFairfield Inn & Suites New York Manhattan/Times Square South,,119 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d609602-Reviews-Seafarers_International_House-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Broadway Suite,,20 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d93565-Reviews-Hotel_Stanford-New_York_City_New_York.html#REVIEWS,2 of 5 bubbles
Hudson River Hotel,,753 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1477775-Reviews-The_Mave_Hotel-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Metro Midtown Suites New York,,42 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1146072-Reviews-Oakwood_at_6th_Avenue-New_York_City_New_York.html#REVIEWS,1 of 5 bubbles
Four Seasons Hotel New York,,432 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d93581-Reviews-The_Inn_at_Irving_Place-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Rostel,,1 review,https://www.tripadvisor.com//Hotel_Review-g60763-d1207461-Reviews-Saint_Nicholas_Inn-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
SponsoredWellington Hotel,,"8,450 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d601762-Reviews-Blue_Moon_Hotel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Lowell Hotel,,420 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d290987-Reviews-St_Marks_Hotel-New_York_City_New_York.html#REVIEWS,5 of 5 bubbles
Flatiron Hotel,,866 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d99357-Reviews-Mayfair_Hotel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
The Whitby Hotel,,144 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d93575-Reviews-The_Franklin-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
City Rooms NYC - Times Square,,86 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d99443-Reviews-Astor_on_the_Park-New_York_City_New_York.html#REVIEWS,5 of 5 bubbles
Pestana Park Avenue,,24 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d16831220-Reviews-138_Bowery-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
SponsoredLibrary Hotel by Library Hotel Collection,,"4,898 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d268217-Reviews-Oakwood_at_777_6th_Avenue-New_York_City_New_York.html#REVIEWS,3 of 5 bubbles
Duane Street Hotel,,832 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d93421-Reviews-Hotel_Carter-New_York_City_New_York.html#REVIEWS,1 of 5 bubbles
Royal Park Hotel,,766 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1164614-Reviews-Third_Ave_House-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Midtown East Apartments,,1 review,https://www.tripadvisor.com//Hotel_Review-g60763-d1175436-Reviews-Hotel_Olcott-New_York_City_New_York.html#REVIEWS,3 of 5 bubbles
11 Howard,,769 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d224225-Reviews-Broadway_Tower-New_York_City_New_York.html#REVIEWS,2.5 of 5 bubbles
Hotel 837,,8 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d320562-Reviews-YourStay_MidTown_Apartments-New_York_City_New_York.html#REVIEWS,3 of 5 bubbles
Doxie Hotel,,12 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d16652574-Reviews-La_Quinta_Inn_Suites_Manhattan-New_York_City_New_York.html#REVIEWS,1.5 of 5 bubbles
Midtown West Hotel,,164 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1147661-Reviews-National_at_Park_Towers-New_York_City_New_York.html#REVIEWS,3 of 5 bubbles
Bowery Grand Hotel,,136 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d651216-Reviews-Beekman_Apartments-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
The Harlem Getaway,,0 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1049347-Reviews-The_Melrose_Hotel-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Upper East Suites,,0 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1199940-Reviews-East_Bridge-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
SponsoredHotel Pennsylvania,,"2,082 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d254281-Reviews-A_Hospitality_Company_Inc-New_York_City_New_York.html#REVIEWS,3 of 5 bubbles
"Marriott Vacation Club Pulse, New York City",,"2,560 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d235236-Reviews-Oakwood_Cosmopolitan-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Gramercy Park Hotel,,"1,666 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d247982-Reviews-Oxbridge_Apts_Gramecy_Park-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Chambers Hotel,,766 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1529345-Reviews-Beacon_Light_Motel-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Lord & Moris - Times Square Hotel,,185 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d616735-Reviews-The_Grant_Hotel-New_York_City_New_York.html#REVIEWS,2.5 of 5 bubbles
U Hotel Fifth Avenue,,"1,180 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d15789204-Reviews-Fairfield_Inn_Suites-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
SponsoredFairfield Inn & Suites New York Manhattan/Times Square South,,119 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1547031-Reviews-Signature_Properties-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Equinox Hotel Hudson Yards New York City,,171 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d93572-Reviews-The_Dorset-New_York_City_New_York.html#REVIEWS,2.5 of 5 bubbles
U.S. Pacific Hotel,,82 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1177257-Reviews-Wall_Street_District_Hotel-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Da Vinci Hotel,,646 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d665814-Reviews-The_Soho_Loft-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Asiatic Hotel - Flushing,,265 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1990870-Reviews-Elk_Hotel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Windsor Hotel,,293 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d540545-Reviews-Chelsea_Inn_11th_Avenue-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
SponsoredGrand Hyatt New York,,"11,796 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d557499-Reviews-Mount_Royal_Hotel_Hostel-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Nel's Place,,0 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d6217892-Reviews-Flushing_Motel-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
CITY ROOMS NYC SoHo,,160 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d268218-Reviews-Oakwood_at_Longacre_House-New_York_City_New_York.html#REVIEWS,3 of 5 bubbles
Murray Hill East Suites,,677 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d260396-Reviews-The_Amsterdam_Inn-New_York_City_New_York.html#REVIEWS,3 of 5 bubbles
Radisson Hotel New York Times Square,,59 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d15236224-Reviews-The_Court_A_St_Giles_Hotel-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Carlton Arms Hotel,,437 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d15064989-Reviews-Park_West_Hotel-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
SponsoredHeritage Hotel New York City,,"1,120 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d8530894-Reviews-Hotel_Cliff-New_York_City_New_York.html#REVIEWS,5 of 5 bubbles
Chelsea Mews Guest House,,19 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d208888-Reviews-Riff_Chelsea-New_York_City_New_York.html#REVIEWS,3 of 5 bubbles
Canal Loft Hotel,,62 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d17762159-Reviews-Hyatt_Centric_39th_5th_New_York-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
East Village Hotel,,152 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d118717-Reviews-Greenwich_Village_Habitue-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Studios in New York,,0 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d671465-Reviews-Bubba_and_Bean_BB_Lodges-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
NY Finest Luxury Apartment,,8 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1518823-Reviews-Chic_Budget_New_York-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
SponsoredLibrary Hotel by Library Hotel Collection,,"4,898 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1529897-Reviews-La_Sienna-New_York_City_New_York.html#REVIEWS,2.5 of 5 bubbles
New York Apartments,,0 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1893423-Reviews-Metro_Apartments-New_York_City_New_York.html#REVIEWS,5 of 5 bubbles
Executive Class at MTS Hotel,,22 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d815689-Reviews-Jones_Street_Guesthouse-New_York_City_New_York.html#REVIEWS,5 of 5 bubbles
The Nomad Suites,,0 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1452077-Reviews-Margot_Guest_House-New_York_City_New_York.html#REVIEWS,3 of 5 bubbles
Wingate by Wyndham New York Midtown South/5th Avenue,,38 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1752366-Reviews-Prive-New_York_City_New_York.html#REVIEWS,2.5 of 5 bubbles
3 West Club,,186 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d2323069-Reviews-Sacred_Heart_Residence-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
The Mercer Hotel,,333 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d313346-Reviews-Stay_the_Night_Bed_Breakfast-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
