hotel_names,prices,total_reviews,url,ratings
The Surrey,$159,"2,366 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93566-Reviews-The_Surrey-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Holiday Inn Express Manhattan Times Square South,"$1,030
$945","1,441 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d3529145-Reviews-Holiday_Inn_Express_Manhattan_Times_Square_South-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
SponsoredHeritage Hotel New York City,"$196
$127","1,120 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93401-Reviews-Heritage_Hotel_New_York_City-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
SpringHill Suites New York Manhattan/Times Square South,"$243
$219",160 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d15288822-Reviews-SpringHill_Suites_New_York_Manhattan_Times_Square_South-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Lyric at 70 Pine,$254,837 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d8501479-Reviews-Lyric_at_70_Pine-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Conrad New York Downtown,$124,"4,303 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d208452-Reviews-Conrad_New_York_Downtown-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Hilton Garden Inn New York/Times Square Central,$155,"2,363 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d6407567-Reviews-Hilton_Garden_Inn_New_York_Times_Square_Central-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
AC Hotel New York Downtown,$260,151 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d12932808-Reviews-AC_Hotel_New_York_Downtown-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Courtyard by Marriott New York Manhattan/Central Park,$496,"1,686 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d5039852-Reviews-Courtyard_by_Marriott_New_York_Manhattan_Central_Park-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Royalton Park Avenue,$244,"3,134 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1456411-Reviews-Royalton_Park_Avenue-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Cassa Hotel Times Square,$249,"1,851 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d7148761-Reviews-Cassa_Hotel_Times_Square-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
TownePlace Suites New York Manhattan / Times Square,"$362
$249",110 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d13449907-Reviews-TownePlace_Suites_New_York_Manhattan_Times_Square-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Merrion Row Hotel and Public House,$197,347 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d15115402-Reviews-Merrion_Row_Hotel_and_Public_House-New_York_City_New_York.html#REVIEWS,5 of 5 bubbles
SponsoredLibrary Hotel by Library Hotel Collection,"$351
$299","4,898 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d224221-Reviews-Library_Hotel_by_Library_Hotel_Collection-New_York_City_New_York.html#REVIEWS,5 of 5 bubbles
The Evelyn,"$491
$408",462 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d99389-Reviews-The_Evelyn-New_York_City_New_York.html#REVIEWS,5 of 5 bubbles
Courtyard by Marriott New York Downtown Manhattan/World Trade Center Area,"$240
$205",852 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d9761545-Reviews-Courtyard_by_Marriott_New_York_Downtown_Manhattan_World_Trade_Center_Area-New_York_City.html#REVIEWS,4 of 5 bubbles
Dream Downtown,$305,"4,264 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d2173604-Reviews-Dream_Downtown-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Crowne Plaza HY36 Midtown Manhattan,$242,928 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d11854022-Reviews-Crowne_Plaza_HY36_Midtown_Manhattan-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Millennium Hilton New York One UN Plaza,$633,"1,345 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d209382-Reviews-Millennium_Hilton_New_York_One_UN_Plaza-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
SponsoredGrand Hyatt New York,$244,"11,798 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93450-Reviews-Grand_Hyatt_New_York-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
The Kimberly Hotel,$369,"2,579 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93335-Reviews-The_Kimberly_Hotel-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Concorde Hotel New York,$169,225 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d14040955-Reviews-Concorde_Hotel_New_York-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
JW Marriott Essex House New York,$177,"2,276 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d455186-Reviews-JW_Marriott_Essex_House_New_York-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Residence Inn New York Manhattan/Times Square,"$286
$280","2,869 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d578305-Reviews-Residence_Inn_New_York_Manhattan_Times_Square-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
DoubleTree by Hilton Hotel New York City Chelsea,$252,"2,577 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1214829-Reviews-DoubleTree_by_Hilton_Hotel_New_York_City_Chelsea-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
SponsoredHeritage Hotel New York City,"$196
$127","1,120 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93401-Reviews-Heritage_Hotel_New_York_City-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
The Marcel at Gramercy,$238,"4,512 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d99382-Reviews-The_Marcel_at_Gramercy-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Freehand New York,"$261
$237",474 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d12934485-Reviews-Freehand_New_York-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Hotel Newton,"$399
$379","1,774 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d112039-Reviews-Hotel_Newton-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
The Hotel at Times Square,"$158
$153","4,143 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d249711-Reviews-The_Hotel_at_Times_Square-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
WestHouse Hotel New York,$219,"2,717 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d4945551-Reviews-WestHouse_Hotel_New_York-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
SponsoredFairfield Inn & Suites New York Manhattan/Times Square South,$305,119 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d15288816-Reviews-Fairfield_Inn_Suites_New_York_Manhattan_Times_Square_South-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
The Hotel @ New York City,$258,"1,839 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d99388-Reviews-The_Hotel_New_York_City-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
NobleDEN Hotel,$169,"1,107 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d7363884-Reviews-NobleDEN_Hotel-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Sister City,$88,161 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d15197955-Reviews-Sister_City-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Executive Hotel LeSoleil,$293,"1,756 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d7816364-Reviews-Executive_Hotel_LeSoleil-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Sanctuary Hotel New York Times Square,$98,"4,628 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93525-Reviews-Sanctuary_Hotel_New_York_Times_Square-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
SponsoredWellington Hotel,$178,"8,450 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d99307-Reviews-Wellington_Hotel-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Citadines Connect Fifth Avenue New York,"$159
$143",166 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d584986-Reviews-Citadines_Connect_Fifth_Avenue_New_York-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Residence Inn by Marriott New York Downtown Manhattan World Trade Center Area,$179,"1,031 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d7182804-Reviews-Residence_Inn_by_Marriott_New_York_Downtown_Manhattan_World_Trade_Center_Area-New_York_.html#REVIEWS,4.5 of 5 bubbles
Millennium Premier New York Times Square,$95,"1,189 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d249656-Reviews-Millennium_Premier_New_York_Times_Square-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Fairfield Inn & Suites New York Manhattan/Central Park,"$376
$368",436 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d10368723-Reviews-Fairfield_Inn_Suites_New_York_Manhattan_Central_Park-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
SIXTY SoHo,$595,"1,397 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93398-Reviews-SIXTY_SoHo-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
The Pearl Hotel,$243,"2,709 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1888977-Reviews-The_Pearl_Hotel-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Soho Grand Hotel,"$188
$149","3,584 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93561-Reviews-Soho_Grand_Hotel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Residence Inn New York Manhattan / Midtown East,"$355
$332","2,306 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d3583686-Reviews-Residence_Inn_New_York_Manhattan_Midtown_East-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Kixby,$289,"4,844 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d99392-Reviews-Kixby-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Hotel Belleclaire,"$418
$319","4,346 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93390-Reviews-Hotel_Belleclaire-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
SponsoredGrand Hyatt New York,$178,"11,796 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93450-Reviews-Grand_Hyatt_New_York-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
"The Standard, East Village",$365,"1,113 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1149402-Reviews-The_Standard_East_Village-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
The Quin Central Park by Hilton Club,$319,"3,605 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d234762-Reviews-The_Quin_Central_Park_by_Hilton_Club-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Hotel on Rivington,$197,"1,862 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d514488-Reviews-Hotel_on_Rivington-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
"The Lexington Hotel, Autograph Collection",$194,"6,077 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93526-Reviews-The_Lexington_Hotel_Autograph_Collection-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Staybridge Suites Times Square - New York City,"$309
$210","6,522 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1465162-Reviews-Staybridge_Suites_Times_Square_New_York_City-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
SponsoredHeritage Hotel New York City,"$351
$299","1,120 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93401-Reviews-Heritage_Hotel_New_York_City-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
MADE Hotel,"$343
$287",419 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d12675805-Reviews-MADE_Hotel-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
"Staypineapple, An Artful Hotel, Midtown New York","$229
$202",300 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d15070151-Reviews-Staypineapple_An_Artful_Hotel_Midtown_New_York-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Hilton Garden Inn New York Manhattan Midtown East,$95,"1,701 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d5960548-Reviews-Hilton_Garden_Inn_New_York_Manhattan_Midtown_East-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
La Quinta Inn & Suites by Wyndham New York City Central Park,$349,602 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d99447-Reviews-La_Quinta_Inn_Suites_by_Wyndham_New_York_City_Central_Park-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Four Points by Sheraton New York Downtown,"$254
$215",480 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d7595213-Reviews-Four_Points_by_Sheraton_New_York_Downtown-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
SponsoredLibrary Hotel by Library Hotel Collection,"$196
$127","4,898 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d224221-Reviews-Library_Hotel_by_Library_Hotel_Collection-New_York_City_New_York.html#REVIEWS,5 of 5 bubbles
Hotel Scherman,"$209
$199","1,372 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1415127-Reviews-Hotel_Scherman-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Moxy NYC Downtown,"$196
$167",311 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d14095381-Reviews-Moxy_NYC_Downtown-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Four Points by Sheraton Manhattan Midtown West,"$370
$262",245 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d10846086-Reviews-Four_Points_by_Sheraton_Manhattan_Midtown_West-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
City Club Hotel,"$187
$162",999 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d224226-Reviews-City_Club_Hotel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Paramount Hotel New York,"$278
$269","1,573 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93517-Reviews-Paramount_Hotel_New_York-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
SponsoredFairfield Inn & Suites New York Manhattan/Times Square South,$305,119 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d15288816-Reviews-Fairfield_Inn_Suites_New_York_Manhattan_Times_Square_South-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Days Inn by Wyndham Hotel New York City-Broadway,"$186
$179","2,332 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d142114-Reviews-Days_Inn_by_Wyndham_Hotel_New_York_City_Broadway-New_York_City_New_York.html#REVIEWS,3 of 5 bubbles
Fitzpatrick Grand Central,$127,"3,079 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d99327-Reviews-Fitzpatrick_Grand_Central-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
The Gregory Hotel New York,$349,"1,422 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d121996-Reviews-The_Gregory_Hotel_New_York-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Holiday Inn Express New York City - Chelsea,$226,"2,374 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d630950-Reviews-Holiday_Inn_Express_New_York_City_Chelsea-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Park Hyatt New York,$199,"2,258 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d6582176-Reviews-Park_Hyatt_New_York-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
SponsoredHotel Pennsylvania,$169,"2,082 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d214197-Reviews-Hotel_Pennsylvania-New_York_City_New_York.html#REVIEWS,3 of 5 bubbles
Double Tree by Hilton Hotel Metropolitan New York City,$289,"6,791 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93466-Reviews-Double_Tree_by_Hilton_Hotel_Metropolitan_New_York_City-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,"$130
$103","1,831 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d3613090-Reviews-Fairfield_Inn_Suites_New_York_Midtown_Manhattan_Penn_Station-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Hotel Hayden,"$560
$505",684 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1237128-Reviews-Hotel_Hayden-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Colonial House Inn,$234,483 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d251899-Reviews-Colonial_House_Inn-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Cambria Hotel New York - Times Square,"$197
$179","1,240 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d8505227-Reviews-Cambria_Hotel_New_York_Times_Square-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
The William,$138,292 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d6582679-Reviews-The_William-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Wellington Hotel,$135,"8,450 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d99307-Reviews-Wellington_Hotel-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Ace Hotel New York,$149,"2,102 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1201072-Reviews-Ace_Hotel_New_York-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
The Lucerne Hotel,$175,"2,757 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d99281-Reviews-The_Lucerne_Hotel-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Hotel Indigo Lower East Side New York,$186,"1,204 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d7352347-Reviews-Hotel_Indigo_Lower_East_Side_New_York-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
SponsoredGrand Hyatt New York,$178,"11,796 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93450-Reviews-Grand_Hyatt_New_York-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Kimpton Hotel Eventi,$179,"3,966 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1456560-Reviews-Kimpton_Hotel_Eventi-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
DoubleTree by Hilton New York Downtown,$289,"3,133 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1858923-Reviews-DoubleTree_by_Hilton_New_York_Downtown-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
AC Hotel New York Times Square,$189,400 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d12695463-Reviews-AC_Hotel_New_York_Times_Square-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Iberostar 70 Park Avenue Hotel,$149,"1,380 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93430-Reviews-Iberostar_70_Park_Avenue_Hotel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
The Peninsula New York,$325,"1,383 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d113311-Reviews-The_Peninsula_New_York-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
SponsoredWellington Hotel,$169,"8,450 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d99307-Reviews-Wellington_Hotel-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
The High Line Hotel,$213,869 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d4283443-Reviews-The_High_Line_Hotel-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Pod 39 Hotel,"$169
$143","4,172 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d3235844-Reviews-Pod_39_Hotel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Candlewood Suites New York City Times Square,"$308
$285","2,068 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1025779-Reviews-Candlewood_Suites_New_York_City_Times_Square-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
W New York - Times Square,$143,"4,908 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d235238-Reviews-W_New_York_Times_Square-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Royalton New York Hotel,$116,"3,085 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93610-Reviews-Royalton_New_York_Hotel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
SponsoredHotel Pennsylvania,$244,"2,082 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d214197-Reviews-Hotel_Pennsylvania-New_York_City_New_York.html#REVIEWS,3 of 5 bubbles
Courtyard New York Manhattan Upper East Side,"$159
$127","1,075 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d564851-Reviews-Courtyard_New_York_Manhattan_Upper_East_Side-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Hampton Inn Manhattan-Times Square North,$110,"6,766 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93457-Reviews-Hampton_Inn_Manhattan_Times_Square_North-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Renaissance New York Midtown Hotel,$79,"1,199 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d8541913-Reviews-Renaissance_New_York_Midtown_Hotel-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
The Leon Hotel,"$376
$268",470 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d6555841-Reviews-The_Leon_Hotel-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Washington Jefferson Hotel,$165,"2,145 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d99333-Reviews-Washington_Jefferson_Hotel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
SponsoredLibrary Hotel by Library Hotel Collection,"$196
$127","4,898 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d224221-Reviews-Library_Hotel_by_Library_Hotel_Collection-New_York_City_New_York.html#REVIEWS,5 of 5 bubbles
6 Columbus - Central Park Hotel,$69,"1,289 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93383-Reviews-6_Columbus_Central_Park_Hotel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Fairfield Inn & Suites New York Manhattan/Times Square South,"$327
$315",119 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d15288816-Reviews-Fairfield_Inn_Suites_New_York_Manhattan_Times_Square_South-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Morningside Inn,$249,944 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d249710-Reviews-Morningside_Inn-New_York_City_New_York.html#REVIEWS,2.5 of 5 bubbles
Andaz Wall Street,$144,159 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1485961-Reviews-Andaz_Wall_Street-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Broadway Hotel and Hostel,$139,"1,325 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d643970-Reviews-Broadway_Hotel_and_Hostel-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
SponsoredHeritage Hotel New York City,"$351
$299","1,120 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93401-Reviews-Heritage_Hotel_New_York_City-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Doubletree By Hilton - Times Square South,$227,"2,618 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1149404-Reviews-Doubletree_By_Hilton_Times_Square_South-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Fairfield Inn New York Manhattan/Financial District,"$137
$116",597 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d6877735-Reviews-Fairfield_Inn_New_York_Manhattan_Financial_District-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Soho 54,$271,"1,961 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d866615-Reviews-Soho_54-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Michelangelo Hotel,"$127
$119","4,552 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93589-Reviews-Michelangelo_Hotel-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
The Chatwal A Luxury Collection Hotel New York City,$130,"1,408 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1641016-Reviews-The_Chatwal_A_Luxury_Collection_Hotel_New_York_City-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
EVEN Hotel New York - Midtown East,$149,976 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d10131859-Reviews-EVEN_Hotel_New_York_Midtown_East-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
OYO Times Square,$199,"5,445 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93376-Reviews-OYO_Times_Square-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Kimpton Muse Hotel,$313,"3,656 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d217616-Reviews-Kimpton_Muse_Hotel-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Hilton Garden Inn New York/Manhattan-Chelsea,"$108
$81","2,450 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d641209-Reviews-Hilton_Garden_Inn_New_York_Manhattan_Chelsea-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
The Kitano Hotel New York,$332,"1,393 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93337-Reviews-The_Kitano_Hotel_New_York-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
SponsoredHeritage Hotel New York City,$169,"1,120 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93401-Reviews-Heritage_Hotel_New_York_City-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Walker Hotel Greenwich Village,$159,"1,399 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d3522780-Reviews-Walker_Hotel_Greenwich_Village-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
The Frederick Hotel,"$397
$220","2,534 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93351-Reviews-The_Frederick_Hotel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Radisson Hotel New York Wall Street,"$285
$237","2,481 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d217623-Reviews-Radisson_Hotel_New_York_Wall_Street-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Best Western Plus Hospitality House,$695,"1,381 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d80087-Reviews-Best_Western_Plus_Hospitality_House-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Orchard Street Hotel,"$344
$200",330 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d7939016-Reviews-Orchard_Street_Hotel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
SponsoredGrand Hyatt New York,"$351
$299","11,796 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93450-Reviews-Grand_Hyatt_New_York-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
